id,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138,x139,x140,x141,x142,x143,x144,x145,x146,x147,x148,x149,x150,x151,x152,x153,x154,x155,x156,x157,x158,x159,x160,x161,x162,x163,x164,x165,x166,x167,x168,x169,x170,x171,x172,x173,x174,x175,x176,x177,x178,x179,x180,x181,x182,x183,x184,x185,x186,x187,x188,x189,x190,x191,x192,x193,x194,x195,x196,x197,x198,x199,x200,x201,x202,x203,x204,x205,x206,x207,x208,x209,x210,x211,x212,x213,x214,x215,x216,x217,x218,x219,x220,x221,x222,x223,x224,x225,x226,x227,x228,x229,x230,x231,x232,x233,x234,x235,x236,x237,x238,x239,x240,x241,x242,x243,x244,x245,x246,x247,x248,x249,x250,x251,x252,x253,x254,x255,x256,x257,x258,x259,x260,x261,x262,x263,x264,x265,x266,x267,x268,x269,x270,x271,x272,x273,x274,x275,x276,x277,x278,x279,x280,x281,x282,x283,x284,x285,x286,x287,x288,x289,x290,x291,x292,x293,x294,x295,x296,x297,x298,x299,x300,x301,x302,x303,x304,x305,x306,x307,x308,x309,x310,x311,x312,x313,x314,x315,x316,x317,x318,x319,x320,x321,x322,x323,x324,x325,score
00e713bd,2283.0,2283.0,1317.946319088907,1,4565,1142.0,3424.0,1580.4486308871851,1593.0,1045.5968202924091,0,3396,597.0,2478.0,274.4635268346112,264.0,167.90792099736896,0,574,126.0,418.0,777464.0354874042,806963.0,364718.7523664369,820,1749055,502553.0,1092347.0,777558.3423877327,807053.0,364717.90838114335,925,1749111,502688.0,1092429.0,94.30690032858708,91.0,47.01093312857729,0,938,76.0,109.0,288.7335670464505,51.0,6132.276676659407,-130.0,398513.0,7.0,113.0,663.7435897435897,201.0,8712.44476773173,-66.0,401546.0,138.0,302.0,951.5190705830776,363.5,8886.354963649506,68.0,404061.0,274.0,541.0,1526.217105263158,711.0,9177.48849435746,139.0,404338.0,556.0,1088.25,2964.1405049396267,1682.0,9861.955939786762,318.0,405150.0,1302.5,2664.5,8721.646968026462,6362.0,12152.106830772593,1052.0,409548.0,4842.5,9301.5,29007.0326987682,24251.0,17942.674874990913,10232.0,418949.0,20419.0,30911.0,95,129,89,71,55,54,22,23,11,16,2,2,2,0,0,0,0.4429697518155063,0.6015062945705296,0.4149927148587375,0.331061603988431,0.2564561721037142,0.2517933326109193,0.1025824688414856,0.1072453083342804,0.0512912344207428,0.0746054318847168,0.012008509643184,0.0128199498130834,0.021155408396447,0.0,0.0,0.0,3396,580,47,56,7,19,16,4,0,0,0,5,0,7,2,0,0,6,0,4.8517241379310345,177.78947368421052,484.2857142857143,30.526315789473685,82.85714285714286,3.571428571428572,2.0,8.0,0.0,0.0,0.3157894736842105,0.8571428571428571,95,9,27,11,9,11,12,7,4,1,4,0,0,0,0,0,0,129,7,26,24,16,15,16,9,8,0,6,0,0,2,89,16,19,13,13,8,8,1,5,5,1,0,0,0,71,16,13,11,12,6,6,1,1,3,2,0,0,0,0,55,14,11,11,4,7,4,1,1,1,0,1,0,54,13,16,7,6,3,2,2,1,1,1,0,2,22,5,4,4,4,1,2,0,0,0,2,0,0,0,23,5,5,2,3,4,2,0,2,0,0,0,11,7,1,2,1,0,0,0,0,0,0,16,2,5,2,3,0,2,1,0,0,0,0,2,0,0,1,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,4.5
00f0737e,1208.5,1208.5,697.5834478158629,1,2416,604.75,1812.25,732.5620860927153,745.5,473.0356075379463,0,1537,310.0,1150.25,119.69205298013244,119.0,79.70792149098439,0,252,51.0,192.0,603517.3120860927,586520.5,401106.7763018859,53017,1833682,274824.0,820945.75,603648.469370861,586564.0,401114.3629323395,53249,1833804,274975.75,821132.25,131.15728476821192,136.0,81.29178646901703,0,930,80.75,178.0,606.1743271221532,99.0,13924.31856454728,-224.0,682914.0,24.5,233.5,1330.1574150787076,367.5,19714.37807828976,6.0,685684.0,227.25,872.5,2054.2018234562784,695.0,24144.753890214623,15.0,685718.0,449.0,1451.0,3503.5147241808377,1582.0,31167.62059942929,88.0,686245.0,942.0,2555.0,7135.387780548628,3743.0,44065.10558399429,289.0,689100.0,2627.5,5248.0,21753.461441743504,12505.5,76364.54169145176,1038.0,698280.0,10248.5,15393.5,73802.0,44504.0,140913.24769388136,9365.0,743700.0,37776.75,51637.75,27,43,64,44,22,10,9,13,6,4,1,1,0,0,3,0,0.2755448415897709,0.4388306736429684,0.6531433282127903,0.4490360381462933,0.2245180190731466,0.1020536450332484,0.0918482805299236,0.132669738543223,0.061232187019949,0.0408214580132993,0.0131412649137671,0.0140292477318825,0.0,0.0,0.103088171429897,0.0,1538,257,28,31,16,22,7,1,0,0,0,0,0,2,0,0,0,0,0,4.949416342412452,68.95454545454545,95.1875,11.818181818181818,16.0625,2.3125,0.4545454545454545,1.9375,0.0,0.0,0.0,0.0,27,2,8,9,3,2,1,0,0,2,0,0,0,0,0,0,0,43,0,3,13,11,5,2,6,2,0,1,0,0,0,64,9,9,18,15,4,2,0,4,3,0,0,0,0,44,9,8,6,7,4,1,1,4,0,0,0,1,0,3,22,3,4,7,1,2,3,1,1,0,0,0,0,10,2,2,3,1,0,0,0,2,0,0,0,0,9,0,1,5,1,1,0,0,0,0,1,0,0,0,13,1,3,3,1,2,1,1,0,0,1,0,6,0,2,0,2,1,0,0,0,0,0,4,0,1,0,2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,2.5
00f8e84c,1861.0,1861.0,1074.3045036984006,1,3721,931.0,2791.0,1505.1233539371135,1521.0,889.8386168743125,0,3118,723.0,2227.0,281.27438860521363,279.0,168.11624310586603,0,573,131.0,427.0,950845.8938457404,901318.0,462051.83690209454,4663,1773898,607594.0,1329571.0,950928.324375168,901318.0,462051.0430190159,4778,1773964,607693.0,1329672.0,82.43052942757323,80.0,43.59184560427988,0,259,61.0,113.0,393.1658602150538,146.0,1769.0540699510557,-95.0,63969.0,93.0,227.0,851.4436676525947,402.0,2631.0345833924525,36.0,93479.0,306.0,563.0,1301.9451317912856,665.0,3140.6953994017376,73.0,93652.0,530.0,907.75,2203.281216361679,1226.5,4056.2355296721457,136.0,94323.0,993.0,1716.25,4458.046348693075,2746.0,5876.133884546719,309.0,95716.0,2232.0,4281.5,13456.669195340017,10463.0,10604.39194436812,957.0,99814.0,7821.5,15082.0,44792.389119027896,39382.0,21364.26299568559,3279.0,159898.0,31714.0,59195.0,105,126,112,90,35,35,21,17,9,3,4,0,2,0,0,0,0.4655776170318222,0.5586931404381867,0.4966161248339437,0.399066528884419,0.1551925390106074,0.1551925390106074,0.0931155234063644,0.0753792332337236,0.0399066528884419,0.0133022176294806,0.0228387028871123,0.0,0.0201174875641714,0.0,0.0,0.0,3120,576,36,54,11,22,25,1,0,0,0,1,0,6,0,0,0,1,0,4.40625,140.86363636363637,282.72727272727275,26.181818181818183,52.36363636363637,2.909090909090909,1.5,4.909090909090909,0.0,0.0,0.0454545454545454,0.0909090909090909,105,7,26,24,23,10,4,4,2,4,0,0,0,1,0,0,0,126,16,27,26,20,5,13,7,9,0,2,1,0,0,112,24,23,21,20,7,7,5,3,0,0,2,0,0,90,28,14,17,8,7,8,4,1,2,0,1,0,0,0,35,10,11,7,4,0,0,0,1,2,0,0,0,35,10,9,5,6,3,0,1,0,0,1,0,0,21,4,6,4,5,1,1,0,0,0,0,0,0,0,17,6,5,2,1,1,1,0,1,0,0,0,9,0,4,2,1,0,1,0,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,4,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,4.5
00fc9a6a,1351.0,1351.0,779.855862750718,1,2701,676.0,2026.0,594.367641614217,663.0,330.8085895767101,0,1331,307.0,871.0,128.46242132543503,129.0,74.53243747166972,0,244,59.0,195.0,688396.695668271,635521.0,362391.2967538805,3101,1585609,408741.0,968869.0,688508.4639022584,635601.0,362397.1368565135,3216,1585825,408905.0,968925.0,111.76823398741207,84.0,554.5884169278571,0,23724,72.0,99.0,474.335925925926,45.0,3139.669564666443,-23469.0,100476.0,-1.0,146.0,1059.7313819933308,197.0,4528.681520940363,-2125.0,100930.0,100.0,497.0,1645.270200148258,380.0,5678.847139083624,-1925.0,101380.0,219.0,882.5,2814.163946587537,796.0,7604.608309225919,-1421.0,118114.0,475.0,1946.0,5721.70011148272,2058.0,11632.840302127071,-837.0,142369.0,1289.0,4637.5,16932.09210033695,8962.0,21466.43899540801,2427.0,158675.0,5891.0,18415.5,53354.76047673971,42916.0,37331.83669678334,14858.0,244536.0,26799.0,68151.0,47,51,48,20,27,13,9,10,4,3,1,6,0,0,0,0,0.5042497517449387,0.5471646242338696,0.5149784698671714,0.2145743624446547,0.2896753893002839,0.1394733355890255,0.0965584631000946,0.1072871812223273,0.0429148724889309,0.0321861543666982,0.0138151779863876,0.0884921911412201,0.0,0.0,0.0,0.0,1425,244,35,48,6,16,22,0,0,0,0,0,0,7,4,0,0,0,0,4.823770491803279,88.125,236.66666666666663,15.25,40.66666666666666,3.5,2.0625,8.0,0.0,0.0,0.0,0.0,47,3,13,9,3,8,4,1,3,2,0,0,1,0,0,0,0,51,9,9,14,6,3,2,3,1,1,0,1,1,0,48,8,8,15,3,3,1,1,4,0,3,0,2,0,20,4,4,3,1,5,1,1,0,0,0,0,1,0,0,27,4,12,1,3,0,4,1,1,0,0,0,1,13,7,2,2,0,1,0,0,1,0,0,0,0,9,3,0,2,2,1,1,0,0,0,0,0,0,0,10,4,1,2,1,2,0,0,0,0,0,0,4,0,2,0,1,0,0,1,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,2,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5
0144e4d5,1059.0,1059.0,611.2695804634809,1,2117,530.0,1588.0,796.7543693906472,815.0,448.96994811042464,0,1582,431.0,1215.0,124.25460557392536,118.0,71.3554157251296,0,234,70.0,198.0,919170.0991969767,899530.0,472893.4187146184,83058,1830779,520521.0,1319413.0,919257.1029759092,899622.0,472893.0893720419,83244,1831176,520521.0,1319529.0,87.00377893245158,86.0,45.20893508809821,0,586,65.0,106.0,739.0978260869565,278.0,2550.9980851844334,-71.0,57217.0,133.0,530.25,1565.565011820331,742.0,3671.564318624301,3.0,59124.0,451.5,1389.5,2365.5700094607378,1251.5,4437.433900623593,7.0,59660.0,790.0,2275.25,3965.277935606061,2405.0,5677.844628360729,47.0,61009.0,1609.25,4362.0,7956.632178452776,5968.0,8536.37090578814,198.0,85945.0,3912.5,9116.5,23807.481073310973,21010.0,15609.197091777442,787.0,133706.0,15525.5,27449.5,77931.94348041646,77158.0,21441.421236768718,16549.0,184529.0,64605.0,88222.0,50,39,66,27,19,11,14,7,3,2,1,0,0,0,0,0,0.5038526218569247,0.3930050450484012,0.6650854608511405,0.2720804158027393,0.1914639963056313,0.1108475768085234,0.1410787341199389,0.0705393670599694,0.0302311573114154,0.0201541048742769,0.0129760397664597,0.0,0.0,0.0,0.0,0.0,1582,243,44,55,27,36,6,0,0,3,0,0,4,2,0,0,0,5,0,4.596707818930041,42.97222222222222,57.629629629629626,7.055555555555555,9.0,2.2962962962962963,0.5555555555555556,2.037037037037037,0.0,0.0,0.1388888888888889,0.1851851851851851,50,6,12,9,5,5,4,5,3,1,0,0,0,0,0,0,0,39,9,2,16,3,2,1,1,2,1,1,0,0,0,66,19,8,15,4,9,3,5,2,0,1,0,0,0,27,7,6,9,2,1,1,1,0,0,0,0,0,0,0,19,4,2,6,4,2,0,1,0,0,0,0,0,11,1,2,5,1,0,2,0,0,0,0,0,0,14,2,6,2,4,0,0,0,0,0,0,0,0,0,7,1,0,1,4,0,0,0,0,1,0,0,3,0,1,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5
014e7ae9,1960.0,1960.0,1131.4621808379927,1,3919,980.5,2939.5,1063.8244450114826,800.0,731.5159082668781,0,2548,480.0,1626.0,226.74763970400613,237.0,129.95064777243155,0,449,108.0,337.0,701810.147996938,660797.0,490102.9205240304,18767,1833750,262488.5,987513.0,701934.1995406991,660970.0,490108.75365850754,18860,1833868,262594.0,987641.0,124.05154376116356,122.0,114.5390183513922,0,4162,96.0,148.0,339.18912710566616,-9.0,4900.417960449548,-242.0,283846.0,-60.0,75.75,800.9805973959664,116.0,7116.483699717625,-122.0,298007.0,48.0,254.0,1262.7627681307456,263.0,8805.606529805607,-63.0,300078.0,150.0,500.0,2175.3515585079203,575.0,11690.058730388062,89.0,331491.0,378.0,1001.75,4458.279611153748,1465.0,17099.391190606835,282.0,333337.0,1017.0,2597.0,13627.995371560812,6764.0,30047.04058357918,944.0,338475.0,4350.0,14600.0,45504.46975648076,33416.0,56229.21347062582,11250.0,372988.0,21204.0,45469.5,95,91,70,53,29,53,10,15,18,9,1,1,0,0,1,0,0.5539581279884371,0.5306335752310293,0.4081796732546379,0.3090503240356544,0.1691030074912071,0.3090503240356544,0.0583113818935197,0.0874670728402795,0.1049604874083354,0.0524802437041677,0.0075086521084174,0.0080160274716898,0.0,0.0,0.0196341630946316,0.0,2617,451,39,56,10,21,23,0,0,0,0,5,4,4,0,0,0,5,0,4.773835920177383,123.66666666666669,260.8,21.476190476190474,45.1,3.0,1.7142857142857142,5.6,0.0,0.0,0.238095238095238,0.5,95,7,20,18,15,6,10,2,4,6,6,0,0,0,0,1,0,91,17,14,14,13,5,14,3,5,4,0,1,1,0,70,16,13,10,9,3,9,2,3,3,2,0,0,0,53,17,13,7,5,4,5,1,0,0,1,0,0,0,0,29,10,4,5,3,3,3,1,0,0,0,0,0,53,12,12,10,4,4,6,0,2,2,0,0,0,10,5,3,0,1,1,0,0,0,0,0,0,0,0,15,1,3,2,2,2,3,0,1,1,0,0,18,7,5,3,0,1,2,0,0,0,0,9,3,3,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5.0
015aa732,1586.0,1586.0,915.533177989744,1,3171,793.5,2378.5,1237.326710816777,1286.0,709.9896550380644,0,2367,603.0,1960.0,221.80069378744875,225.0,133.0756385075318,0,421,101.0,353.0,585604.3462630085,558506.0,271637.6427166993,14321,1754492,379515.0,765843.0,585700.8448438979,558573.0,271643.20295170235,14402,1754540,379613.5,765937.0,96.49858088930937,86.0,87.36138862197788,0,2395,67.0,118.0,452.4359621451104,35.0,8726.760500056096,-115.0,480616.0,-12.0,99.0,1000.4758598927108,164.0,12450.992777397474,-30.0,487395.0,103.0,291.0,1538.2291666666667,306.0,15448.179601786043,11.0,498776.0,215.0,577.25,2600.5290587492104,629.0,20207.966281034496,217.0,506660.0,456.25,1256.5,5211.960455552041,1683.0,30343.147306687464,676.0,561718.0,1147.0,3559.0,12249.394141992996,7205.0,33911.06413162976,2726.0,596636.0,4781.0,12240.0,35428.14425268642,26542.0,40362.085928634246,12979.0,647343.0,20373.0,40201.0,61,91,101,49,31,24,15,15,4,1,1,4,0,0,0,0,0.3737348386285413,0.5575388576261846,0.6188068639587324,0.300213231029484,0.189930819630898,0.1470432151981146,0.0919020094988216,0.0919020094988216,0.0245072025330191,0.0061268006332547,0.0078893713369283,0.0336898907862753,0.0,0.0,0.0,0.0,2238,402,32,54,9,22,23,1,0,0,0,3,0,6,0,0,0,3,0,4.554726368159204,100.77272727272728,247.77777777777777,18.272727272727277,44.66666666666666,3.333333333333333,1.5,6.0,0.0,0.0,0.1363636363636363,0.3333333333333333,61,3,14,15,8,3,6,4,3,2,1,1,1,0,0,0,0,91,9,19,33,10,10,5,2,2,0,0,0,1,0,101,14,28,22,15,5,5,4,7,1,0,0,0,0,49,12,17,8,7,2,1,0,1,1,0,0,0,0,0,31,4,6,8,4,4,3,1,0,0,0,0,1,24,4,2,6,2,4,2,1,1,0,0,0,1,15,3,3,4,2,0,2,1,0,0,0,0,0,0,15,9,2,1,1,2,0,0,0,0,0,0,4,1,0,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
0178a105,1723.5,1723.5,994.918840911157,1,3446,862.25,2584.75,861.6183981427743,922.5,448.026152951112,0,1587,505.25,1234.0,153.3978525827046,161.0,79.1836166810079,0,286,85.0,218.0,865000.9338363319,864890.0,469054.806258165,28486,1782003,479141.0,1259701.0,865136.77568195,865024.0,469055.4721107475,28658,1782121,479255.0,1259864.75,135.84184561810795,128.0,151.94973846824965,0,4448,85.0,156.0,373.1564586357039,59.0,1544.9813887174794,-875.0,29779.0,0.0,167.0,879.3916957026713,268.0,2379.0247893171363,-25.0,35515.0,138.0,629.5,1384.8902120243972,516.0,3031.5958646380395,14.0,36425.0,309.0,1092.5,2395.828538215635,1121.0,4156.493942127328,27.0,51536.0,685.0,2034.0,4911.706344586729,2696.0,6357.611290654476,446.0,59048.0,1863.0,4930.0,14898.53512880562,10533.5,11202.65234910859,2429.0,66304.0,7377.5,18871.5,49477.82068141064,46776.0,20071.105048114277,15842.0,116933.0,32650.75,62411.0,72,56,47,27,21,14,2,9,3,8,2,5,1,0,0,1,0.6539145228714107,0.5086001844555417,0.4268608690966153,0.245217946076779,0.1907250691708281,0.1271500461138854,0.0181642923019836,0.0817393153589263,0.0272464384529754,0.0726571692079345,0.0233898335560382,0.0624258341031898,0.0206029514030397,0.0,0.0,0.0305807087719991,1519,276,31,32,10,25,3,0,1,0,0,0,0,4,0,0,0,0,0,4.485507246376812,59.8,151.0,11.04,27.6,3.4,0.32,3.2,0.0,0.0,0.0,0.0,72,15,19,15,7,3,3,1,4,2,0,1,0,1,0,0,1,56,6,8,9,8,10,4,1,5,1,2,0,2,0,47,16,9,12,4,1,2,0,0,0,3,0,0,0,27,10,4,3,2,2,3,0,0,0,1,0,2,0,0,21,7,4,3,2,3,1,0,0,0,0,0,0,14,6,4,1,0,0,1,0,0,0,1,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,9,4,2,0,3,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,8,3,2,1,0,1,0,0,0,0,1,0,2,0,1,0,0,1,0,0,0,0,5,2,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,3.0
0182aa1c,1563.5,1563.5,902.5427967692168,1,3126,782.25,2344.75,892.8557261676264,857.0,577.2835215891757,0,2164,387.25,1336.0,190.1919385796545,187.0,116.30094869687316,0,406,84.0,286.0,750923.826615483,697512.5,433855.2874636083,31882,1757904,429173.5,1054669.75,751019.8448496481,697600.0,433851.40167343046,31977,1757984,429290.5,1054751.75,96.01823416506718,90.0,52.131482881353314,0,1530,77.0,108.0,456.30368,108.0,4007.240525785861,-118.0,206141.0,53.0,195.0,1000.0339308578746,329.0,6039.989579451755,39.0,232647.0,232.0,591.25,1543.9974383605509,589.0,7636.416579323022,158.0,237207.0,429.0,978.5,2632.226529958347,1159.0,10217.99110425726,332.0,254316.0,858.0,1928.0,5335.505776636714,2720.5,15162.4752036113,754.0,276219.0,2067.0,4881.5,16023.40180878553,10872.0,27898.93269894522,4718.0,309777.0,8157.75,15210.5,52675.4695968275,40071.0,52742.37147112291,22175.0,339017.0,33127.75,54400.25,83,73,85,47,34,21,17,15,11,6,1,2,0,0,0,0,0.536554505506393,0.4719093843610445,0.5494835297354628,0.3038320693831382,0.2197934118941851,0.135754754405232,0.1098967059470925,0.0969676817180228,0.0711096332598834,0.0387870726872091,0.0083242363570338,0.0177734449153714,0.0,0.0,0.0,0.0,2271,408,34,36,5,19,15,2,0,0,0,0,0,1,0,0,0,0,0,4.5245098039215685,118.57894736842104,453.4,21.473684210526315,81.6,4.6,0.9473684210526316,7.2,0.0,0.0,0.0,0.0,83,13,20,20,9,1,6,2,5,4,3,0,0,0,0,0,0,73,9,11,14,11,14,1,8,3,1,1,0,0,0,85,24,11,16,12,10,4,3,3,0,0,1,1,0,47,10,11,9,4,3,5,1,2,2,0,0,0,0,0,34,5,7,8,6,2,2,0,1,0,2,0,1,21,6,5,3,2,1,1,1,0,1,0,0,0,17,4,7,3,1,1,0,0,0,1,0,0,0,0,15,7,1,5,0,1,1,0,0,0,0,0,11,2,0,5,1,0,1,1,0,1,0,6,2,0,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
0190ff4c,961.5,961.5,554.9779274890128,1,1922,481.25,1441.75,805.3896982310093,812.0,463.0391698711833,0,1630,406.25,1199.75,147.70343392299688,146.0,84.18525516726402,0,299,75.0,218.75,796372.3277835588,780482.0,399694.7647996697,40996,1661079,499062.0,1115153.0,796470.7055150884,780569.5,399693.884841017,41178,1661246,499143.0,1115227.25,98.3777315296566,94.0,28.53197852402281,0,219,79.0,114.0,745.0119729307652,155.0,3242.686513583669,-98.0,69933.0,97.0,355.0,1549.8229166666667,492.0,4594.163721397568,43.0,78591.0,338.75,955.5,2354.793642522147,884.0,5706.9747160776105,98.0,82967.0,612.0,1593.5,3965.899843505477,1697.0,7492.823827754327,165.0,84460.0,1227.0,3189.0,8002.675209205021,4122.0,10816.322942115032,1569.0,88927.0,2879.75,8027.5,23645.00845665962,17907.0,17370.820374868952,6563.0,118458.0,12481.0,28595.75,78268.0510428101,72659.0,25907.001573567253,39799.0,160426.0,58048.25,93889.5,65,54,54,45,31,12,5,20,2,1,1,2,0,0,0,0,0.5568339448077418,0.462600507994124,0.462600507994124,0.3855004233284367,0.265566958292923,0.1028001128875831,0.0428333803698263,0.1713335214793052,0.0171333521479305,0.0085666760739652,0.0110311552009466,0.023553106964733,0.0,0.0,0.0,0.0,1640,301,24,24,5,16,8,0,0,0,0,0,0,1,0,0,0,0,0,4.40531561461794,101.5625,327.2,18.8125,60.2,4.0,0.5625,4.8,0.0,0.0,0.0,0.0,65,7,12,14,11,11,3,2,3,0,1,0,1,0,0,0,0,54,5,9,10,13,5,2,0,10,0,0,0,0,0,54,11,9,13,6,5,1,1,7,0,0,1,0,0,45,14,10,6,3,5,2,1,0,2,0,0,1,0,0,31,7,6,4,7,4,2,1,0,0,0,0,0,12,2,3,2,3,1,1,0,0,0,0,0,0,5,2,1,2,0,0,0,0,0,0,0,0,0,0,20,13,3,2,1,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
01963e20,2508.5,2508.5,1448.1388055017378,1,5016,1254.75,3762.25,1135.8664274322168,1075.0,721.3754974189566,0,2602,474.0,1636.25,194.23345295055825,188.0,126.47593541303893,0,414,70.0,313.0,1221823.0303030305,1217748.0,328217.8978481672,1679,1796804,996859.0,1481329.5,1221917.378787879,1217862.0,328220.0019657367,1778,1796902,996984.0,1481415.25,94.34848484848484,93.0,68.16318295945015,0,1675,70.0,111.0,263.6033898305085,0.0,9253.688588419898,-223.0,647823.0,-32.0,90.0,491.88093338651777,128.0,9429.6761959976,-88.0,652346.0,42.0,282.0,718.9321763415121,266.0,9545.1109241359,-39.0,652480.0,145.0,498.0,1169.4015166633403,584.0,9774.42870975206,104.0,652992.0,376.0,923.0,2289.523571713943,1384.0,10323.632496627266,284.0,653456.0,1027.5,2105.0,6742.123144805455,4981.0,12447.094508357268,951.0,660256.0,3855.25,6728.5,22298.866761594792,18453.5,19369.683282381266,8412.0,676208.0,15174.0,23030.25,59,69,68,49,41,45,25,14,6,18,6,3,0,0,0,1,0.414691270253495,0.4849779262286636,0.4779492606311468,0.3444046142783263,0.2881752894981914,0.3162899518882589,0.1757166399379216,0.0984013183652361,0.0421719935851011,0.1265159807553035,0.0543041200990863,0.0289867816656618,0.0,0.0,0.0,0.0236663859092335,2596,413,37,48,6,20,21,0,0,0,2,3,0,3,0,0,0,3,0,5.27360774818402,128.85,431.8333333333333,20.65,68.83333333333333,4.166666666666667,1.45,8.0,0.0,0.0,0.15,0.5,59,9,12,15,6,3,6,2,2,2,0,2,0,0,0,0,0,69,3,5,13,10,13,11,4,3,2,5,0,0,0,68,10,9,7,15,6,6,6,2,1,4,1,0,1,49,12,10,7,3,3,5,3,3,0,0,1,1,0,0,41,5,11,10,2,4,2,3,3,0,0,0,1,45,8,9,3,7,5,5,2,0,0,4,1,1,25,4,5,3,3,1,4,2,0,1,1,1,0,0,14,3,1,3,1,0,3,1,0,0,2,0,6,0,2,1,0,2,1,0,0,0,0,18,4,4,3,1,2,1,2,0,0,1,0,6,0,1,2,1,1,0,1,0,0,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.5
